Loading pytorch-gpu/py3/1.10.1
  Loading requirement: cuda/11.2 nccl/2.9.6-1-cuda cudnn/8.1.1.33-cuda gcc/8.4.1
    openmpi/4.1.1-cuda intel-mkl/2020.4 magma/2.5.4-cuda sox/14.4.2
+ srun python main.py --batch_size 2 --lr 0.0001 --n_class 5 --dataset_dir /gpfsscratch/idris/sos/ssos022/Medical/BraTS2021/BraTS2021_Training_Data
Initialize training
loading dataset...
got datalist, extract: 
 {'channel_0': '/gpfsscratch/idris/sos/ssos022/Medical/BraTS2021/BraTS2021_Training_Data/BraTS2021_00081/BraTS2021_00081_flair.nii.gz', 'channel_1': '/gpfsscratch/idris/sos/ssos022/Medical/BraTS2021/BraTS2021_Training_Data/BraTS2021_00081/BraTS2021_00081_t1ce.nii.gz', 'channel_2': '/gpfsscratch/idris/sos/ssos022/Medical/BraTS2021/BraTS2021_Training_Data/BraTS2021_00081/BraTS2021_00081_t2.nii.gz', 'channel_3': '/gpfsscratch/idris/sos/ssos022/Medical/BraTS2021/BraTS2021_Training_Data/BraTS2021_00081/BraTS2021_00081_t1.nii.gz', 'label': '/gpfsscratch/idris/sos/ssos022/Medical/BraTS2021/BraTS2021_Training_Data/BraTS2021_00081/BraTS2021_00081_seg.nii.gz'}
dataset loaded ! Loading model...
Model loaded ! Initialize training...
start training loop, 626 steps per epoch
[Epoch 1/1 |  Step_Epoch 1/626 | Loss 3.4992384910583496]
[Epoch 1/1 |  Step_Epoch 29/626 | Loss 3.2085232734680176]
[Epoch 1/1 |  Step_Epoch 30/626 | Loss 3.1563611030578613]
[Epoch 1/1 |  Step_Epoch 31/626 | Loss 3.170849561691284]
[Epoch 1/1 |  Step_Epoch 32/626 | Loss 3.1663260459899902]
[Epoch 1/1 |  Step_Epoch 33/626 | Loss 3.138458728790283]
[Epoch 1/1 |  Step_Epoch 34/626 | Loss 3.0994789600372314]
[Epoch 1/1 |  Step_Epoch 35/626 | Loss 3.12328839302063]
[Epoch 1/1 |  Step_Epoch 36/626 | Loss 3.061020851135254]
[Epoch 1/1 |  Step_Epoch 37/626 | Loss 3.0872721672058105]
[Epoch 1/1 |  Step_Epoch 38/626 | Loss 3.038221597671509]
[Epoch 1/1 |  Step_Epoch 39/626 | Loss 3.0349745750427246]
[Epoch 1/1 |  Step_Epoch 40/626 | Loss 3.017333984375]
[Epoch 1/1 |  Step_Epoch 41/626 | Loss 2.92207670211792]
[Epoch 1/1 |  Step_Epoch 42/626 | Loss 3.00642466545105]
[Epoch 1/1 |  Step_Epoch 43/626 | Loss 2.982454299926758]
[Epoch 1/1 |  Step_Epoch 44/626 | Loss 2.940453290939331]
[Epoch 1/1 |  Step_Epoch 45/626 | Loss 2.9238851070404053]
[Epoch 1/1 |  Step_Epoch 46/626 | Loss 2.9346847534179688]
[Epoch 1/1 |  Step_Epoch 47/626 | Loss 2.862656831741333]
[Epoch 1/1 |  Step_Epoch 48/626 | Loss 2.8910603523254395]
[Epoch 1/1 |  Step_Epoch 49/626 | Loss 2.8801591396331787]
[Epoch 1/1 |  Step_Epoch 50/626 | Loss 2.825063705444336]
[Epoch 1/1 |  Step_Epoch 51/626 | Loss 2.78619122505188]
[Epoch 1/1 |  Step_Epoch 52/626 | Loss 2.769685983657837]
[Epoch 1/1 |  Step_Epoch 53/626 | Loss 2.7928049564361572]
[Epoch 1/1 |  Step_Epoch 54/626 | Loss 2.738193988800049]
[Epoch 1/1 |  Step_Epoch 55/626 | Loss 2.7739596366882324]
[Epoch 1/1 |  Step_Epoch 56/626 | Loss 2.717244863510132]
[Epoch 1/1 |  Step_Epoch 57/626 | Loss 2.7515993118286133]
[Epoch 1/1 |  Step_Epoch 58/626 | Loss 2.6385130882263184]
[Epoch 1/1 |  Step_Epoch 59/626 | Loss 2.6678097248077393]
[Epoch 1/1 |  Step_Epoch 60/626 | Loss 2.6336898803710938]
[Epoch 1/1 |  Step_Epoch 61/626 | Loss 2.5039093494415283]
[Epoch 1/1 |  Step_Epoch 62/626 | Loss 2.639697313308716]
[Epoch 1/1 |  Step_Epoch 63/626 | Loss 2.5446324348449707]
[Epoch 1/1 |  Step_Epoch 64/626 | Loss 2.6253836154937744]
[Epoch 1/1 |  Step_Epoch 65/626 | Loss 2.518927574157715]
[Epoch 1/1 |  Step_Epoch 66/626 | Loss 2.5816450119018555]
[Epoch 1/1 |  Step_Epoch 67/626 | Loss 2.541685104370117]
[Epoch 1/1 |  Step_Epoch 68/626 | Loss 2.545870304107666]
[Epoch 1/1 |  Step_Epoch 69/626 | Loss 2.493041753768921]
[Epoch 1/1 |  Step_Epoch 70/626 | Loss 2.5013604164123535]
[Epoch 1/1 |  Step_Epoch 71/626 | Loss 2.4855618476867676]
[Epoch 1/1 |  Step_Epoch 72/626 | Loss 2.4702653884887695]
[Epoch 1/1 |  Step_Epoch 73/626 | Loss 2.4483959674835205]
[Epoch 1/1 |  Step_Epoch 74/626 | Loss 2.3868558406829834]
[Epoch 1/1 |  Step_Epoch 75/626 | Loss 2.4090120792388916]
[Epoch 1/1 |  Step_Epoch 76/626 | Loss 2.3085572719573975]
[Epoch 1/1 |  Step_Epoch 77/626 | Loss 2.3665268421173096]
[Epoch 1/1 |  Step_Epoch 78/626 | Loss 2.3018336296081543]
[Epoch 1/1 |  Step_Epoch 79/626 | Loss 2.3104300498962402]
[Epoch 1/1 |  Step_Epoch 80/626 | Loss 2.299757957458496]
[Epoch 1/1 |  Step_Epoch 81/626 | Loss 2.283808469772339]
[Epoch 1/1 |  Step_Epoch 82/626 | Loss 2.2121047973632812]
[Epoch 1/1 |  Step_Epoch 83/626 | Loss 2.25797700881958]
[Epoch 1/1 |  Step_Epoch 84/626 | Loss 2.2435314655303955]
[Epoch 1/1 |  Step_Epoch 85/626 | Loss 2.2345986366271973]
[Epoch 1/1 |  Step_Epoch 86/626 | Loss 2.221867084503174]
[Epoch 1/1 |  Step_Epoch 87/626 | Loss 2.1814963817596436]
[Epoch 1/1 |  Step_Epoch 88/626 | Loss 2.1598753929138184]
[Epoch 1/1 |  Step_Epoch 89/626 | Loss 2.164863109588623]
[Epoch 1/1 |  Step_Epoch 90/626 | Loss 2.141308307647705]
[Epoch 1/1 |  Step_Epoch 91/626 | Loss 2.097301721572876]
[Epoch 1/1 |  Step_Epoch 92/626 | Loss 2.113685131072998]
[Epoch 1/1 |  Step_Epoch 93/626 | Loss 2.0842974185943604]
srun: Job step aborted: Waiting up to 62 seconds for job step to finish.
slurmstepd: error: *** STEP 1077074.0 ON r10i3n6 CANCELLED AT 2022-07-11T17:25:57 ***
slurmstepd: error: *** JOB 1077074 ON r10i3n6 CANCELLED AT 2022-07-11T17:25:57 ***
